name,address,city,state,zip,phone,LAT,LON,hasSpecialties,ADDICTION MEDICINE,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,ALLERGY/IMMUNOLOGY,ANESTHESIOLOGY,ANESTHESIOLOGY ASSISTANT,AUDIOLOGIST,CARDIAC ELECTROPHYSIOLOGY,CARDIAC SURGERY,CARDIOVASCULAR DISEASE (CARDIOLOGY),CERTIFIED NURSE MIDWIFE,CERTIFIED REGISTERED NURSE ANESTHETIST,CHIROPRACTIC,CLINICAL NURSE SPECIALIST,CLINICAL PSYCHOLOGIST,CLINICAL SOCIAL WORKER,COLORECTAL SURGERY (PROCTOLOGY),CRITICAL CARE (INTENSIVISTS),DENTIST,DERMATOLOGY,DIAGNOSTIC RADIOLOGY,EMERGENCY MEDICINE,ENDOCRINOLOGY,FAMILY PRACTICE,GASTROENTEROLOGY,GENERAL PRACTICE,GENERAL SURGERY,GERIATRIC MEDICINE,GERIATRIC PSYCHIATRY,GYNECOLOGICAL ONCOLOGY,HAND SURGERY,HEMATOLOGY,HEMATOLOGY/ONCOLOGY,HEMATOPOIETIC CELL TRANSPLANTATION AND CELLULAR TH,HOSPICE/PALLIATIVE CARE,HOSPITALIST,INFECTIOUS DISEASE,INTERNAL MEDICINE,INTERVENTIONAL CARDIOLOGY,INTERVENTIONAL PAIN MANAGEMENT,INTERVENTIONAL RADIOLOGY,MAXILLOFACIAL SURGERY,MEDICAL ONCOLOGY,NEPHROLOGY,NEUROLOGY,NEUROPSYCHIATRY,NEUROSURGERY,NUCLEAR MEDICINE,NURSE PRACTITIONER,OBSTETRICS/GYNECOLOGY,OCCUPATIONAL THERAPY,OPHTHALMOLOGY,OPTOMETRY,ORAL SURGERY,ORTHOPEDIC SURGERY,OSTEOPATHIC MANIPULATIVE MEDICINE,OTOLARYNGOLOGY,PAIN MANAGEMENT,PATHOLOGY,PEDIATRIC MEDICINE,PERIPHERAL VASCULAR DISEASE,PHYSICAL MEDICINE AND REHABILITATION,PHYSICAL THERAPY,PHYSICIAN ASSISTANT,PLASTIC AND RECONSTRUCTIVE SURGERY,PODIATRY,PREVENTATIVE MEDICINE,PSYCHIATRY,PULMONARY DISEASE,RADIATION ONCOLOGY,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,RHEUMATOLOGY,SLEEP MEDICINE,SPEECH LANGUAGE PATHOLOGIST,SPORTS MEDICINE,SURGICAL ONCOLOGY,THORACIC SURGERY,UNDEFINED PHYSICIAN TYPE (SPECIFY),UROLOGY,VASCULAR SURGERY,id
Country WA,46-53 Hotham Avenue,Boddington,Western Australia,6390,08 9883 4444,-32.803715,116.475774,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP83
Hunter New England and Central Coast,3 Wee Waa Street,Boggabri,New South Wales,2382,02 6749 7000,-30.711502,150.040014,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP84
South Eastern NSW,126-128 Wellington Street,Bombala,New South Wales,2632,02 6458 5777,-36.917513,149.235372,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP85
North Coast,Clarence Way,Bonalbo,New South Wales,2469,02 6665 1203,-28.733777,152.622789,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP86
Country SA,Stephens Street,Booleroo Centre,South Australia,5482,08 8667 2211,-32.877911,138.350958,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP87
Darling Downs and West Moreton,11-17 Leonard Street,Boonah,Queensland,4310,07 5463 3300,-27.999128,152.678943,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP88
Murrumbidgee,62-80 Dry Street,Boorowa,New South Wales,2586,02 6385 3004,-34.442822,148.727073,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP89
Murray,31 Kiniry Street,Boort,Victoria,3537,03 5451 5200,-36.111703,143.727285,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP90
Country SA,23 South Terrace,Bordertown,South Australia,5268,08 8752 9000,-36.312133,140.766438,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP91
Western NSW,26 Tarcoon Street,Bourke,New South Wales,2840,02 6870 8888,-30.092823,145.947983,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP92
South Eastern NSW,234 Bourke Street,Goulburn,New South Wales,2580,02 4823 7800,-34.748721,149.719321,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP93
Northern Queensland,Gregory Street,Bowen,Queensland,4805,07 4786 8222,-20.007104,148.240327,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP94
South Western Sydney,Lot 3 Mona Road,Bowral,New South Wales,2576,02 4861 0200,-34.485043,150.423796,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP95
Eastern Melbourne,8 Arnold Street,Box Hill,Victoria,3128,1300 342 255,-37.813682,145.119094,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP96
Country WA,Hospital Road,Boyup Brook,Western Australia,6244,08 9765 0222,-33.839231,116.390639,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP97
South Western Sydney,340 Prairie Vale Road,Prairiewood,New South Wales,2176,02 9616 8600,-33.861917,150.902192,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP98
South Eastern NSW,77 Monkittee Street,Braidwood,New South Wales,2622,02 4842 2566,-35.443216,149.805302,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP99
Western NSW,56 Doyle Street,Brewarrina,New South Wales,2839,02 6830 5000,-29.961627,146.863796,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP100
Country WA,16-18 Peninsula Road,Bridgetown,Western Australia,6255,08 9782 1222,-33.951681,116.132183,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP101
,"Suite 7, 5 Dann Close",Garran,Australian Capital Territory,2605,02 6282 7788,-35.3495,149.1031,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP102
,Suites 16-18/259 McCullough Street,Sunnybank,Queensland,4109,07 3344 1844,-27.572418,153.061985,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP103
,259 Wickham Terrace,Brisbane,Queensland,4000,07 3834 6111,-27.464756,153.022642,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP104
,21 Vidler Avenue,Woy Woy,New South Wales,2256,02 4341 9522,-33.495233,151.321708,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP105
North Western Melbourne,35 Johnstone Street,Broadmeadows,Victoria,3047,03 8345 5000,-37.684321,144.913106,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP106
Western NSW,176 Thomas Street,Broken Hill,New South Wales,2880,08 8080 1333,-31.947609,141.454703,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP107
Country WA,Robinson Street,Broome,Western Australia,6725,08 9194 2222,-17.960975,122.236289,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP108
Country WA,35 Dunstall Street,Bruce Rock,Western Australia,6418,08 9061 1311,-31.873038,118.146414,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP109
,"Suite 5, 102 Wises Road",Maroochydore,Queensland,4558,07 5475 4464,-26.671731,153.084944,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP110
,12 Elsa Wilson Drive,Buderim,Queensland,4556,07 5430 3303,-26.683988,153.092895,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP111
Hunter New England and Central Coast,Richmond Street,Bulahdelah,New South Wales,2423,02 4987 9900,-32.403949,152.210029,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP112
South Eastern NSW,Hospital Road,Bulli,New South Wales,2516,02 4284 4344,-34.336667,150.907344,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP113
Country WA,Corner of Robertson Drive and Bussell Highway,Bunbury,Western Australia,6230,08 9722 1000,-33.366986,115.648183,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP114
"Central Queensland, Wide Bay and Sunshine Coast",Bourbong Street,Bundaberg,Queensland,4670,07 4150 2222,-24.868877,152.336157,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP115
North Western Melbourne,1231 Plenty Road,Bundoora,Victoria,3083,03 9495 3100,-37.701124,145.055569,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP116
,120 Kensington Road,Toorak Gardens,South Australia,5065,08 8202 7222,-34.927126,138.638878,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP117
Country SA,46 Commercial Street,Burra,South Australia,5417,08 8892 2300,-33.685486,138.934577,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP118
Country WA,Mill Road,Busselton,Western Australia,6280,08 9753 6000,-33.654351,115.319581,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP119
North Coast,54 Ewingsdale Road,Ewingsdale,New South Wales,2481,02 6639 9400,-28.637365,153.555898,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP120
Brisbane North,McKean Street,Caboolture,Queensland,4510,07 5433 8888,-27.080776,152.963623,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP121
,McKean Street,Caboolture,Queensland,4510,07 5495 9400,-27.080318,152.963628,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP122
,243 New Street,Brighton,Victoria,3186,03 9508 8777,-37.91165,144.991572,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP123
,494 Glenhuntly Road,Elsternwick,Victoria,3185,03 9508 5200,-37.88543,145.009328,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP124
,2-6 Hopetoun Street,Elsternwick,Victoria,3185,03 9508 5100,-37.884778,145.01039,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP125
,183 Wattletree Road,Malvern,Victoria,3144,03 9508 1222,-37.861641,145.0335,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP126
,646 High Street,Prahran,Victoria,3181,03 95081000,-37.854034,145.009017,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP127
,156-160 Grafton Street,Cairns,Queensland,4870,07 4051 5454,-16.918973,145.771955,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP128
Northern Queensland,The Esplanade,Cairns,Queensland,4870,07 4226 0000,-16.912537,145.768522,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP129
,1 Upward Street,Cairns,Queensland,4870,07 4052 5200,-16.918854,145.772282,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP130
"Central Queensland, Wide Bay and Sunshine Coast",West Terrace,Caloundra,Queensland,4551,07 5436 8500,-26.800582,153.119759,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP131
,96 Beerburrum Street,Caloundra,Queensland,4551,07 5491 1522,-26.782379,153.125534,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP132
,25-37 Jarvis Road,Elizabeth Vale,South Australia,5112,08 8250 4111,-34.75542,138.656221,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP133
South Eastern Melbourne,152 Como Parade West,Parkdale,Victoria,3195,03 9596 2853,-37.896962,145.013415,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP134
,Hardy Avenue,Wagga Wagga,New South Wales,2650,02 6925 3055,-35.118702,147.352811,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP135
,49 Augusta Road,Lenah Valley,Tasmania,7008,03 6278 5333,-42.866099,147.303614,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP136
,30 Cascade Road,South Hobart,Tasmania,7004,03 6323 7444,-42.895314,147.305975,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP137
,24 Lyttleton Street,Launceston,Tasmania,7250,03 6335 3333,-41.433895,147.149521,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP138
,5 Frederick Street,Launceston,Tasmania,7250,03 6332 4999,-41.441013,147.141308,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP139
Central and Eastern Sydney,91-101 Rocky Point Road,Kogarah,New South Wales,2217,02 9553 3111,-33.976132,151.136206,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP140
,173 Strickland Crescent,Deakin,Australian Capital Territory,2600,02 6281 8100,-35.319869,149.095662,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP141
Hunter New England and Central Coast,20 Edith Street,Waratah,New South Wales,2298,02 4921 1211,-32.899371,151.720858,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP142
,89 Strangways Terrace,Nth Adelaide,South Australia,5006,08 8239 9100,-34.910003,138.589095,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP143
,Corner of Belconnen Way and Haydon Drive,Bruce,Australian Capital Territory,2617,02 6201 6363,-35.252882,149.088646,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP144
Australian Capital Territory,Haydon Drive,Bruce,Australian Capital Territory,2617,02 6201 6111,-35.253321,149.089654,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP145
,18 North East Road,Walkerville,South Australia,5081,08 8168 5700,-34.891739,138.611481,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP146
,300 Wakefield Street,Adelaide,South Australia,5000,08 8405 3333,-34.927689,138.611154,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP147
South Western Sydney,65 Menangle Road,Camden,New South Wales,2570,02 4634 3000,-34.062702,150.693297,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP148
Tasmania,70 High Street,Campbell Town,Tasmania,7210,03 6774 8000,-41.926339,147.493107,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP149
South Western Sydney,Therry Road,Campbelltown,New South Wales,2560,02 4634 3000,-34.077651,150.806321,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP150
,42 Parkside Crescent (Corner of Hyde Street),Campbelltown,New South Wales,2560,02 4621 9111,-34.075607,150.804948,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP151
,173 Strickland Cresent,Deakin,Australian Capital Territory,2600,02 6203 2092,-35.318557,149.096004,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP152
,169 Seventeen Mile Rocks Road,Oxley,Queensland,4075,07 3717 5555,-27.554703,152.963716,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP153
Western NSW,Browns Avenue,Canowindra,New South Wales,2804,02 6340 3033,-33.557204,148.676576,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP154
Central and Eastern Sydney,575 Canterbury Road,Campsie,New South Wales,2194,02 9787 0000,-33.919592,151.098275,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP155
"Central Queensland, Wide Bay and Sunshine Coast",8 Hoskyn Drive,Yeppoon,Queensland,4703,07 4913 3000,-23.143888,150.734519,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP156
Eastern Melbourne,104 Studley Park Road,Kew,Victoria,3101,03 9231 5000,-37.804706,145.015557,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP157
Country WA,Cleaver Street,Carnarvon,Western Australia,6701,08 9941 0555,-24.886592,113.658993,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP158
South Eastern Melbourne,52 Kangan Drive,Berwick,Victoria,3806,03 8768 1200,-38.045325,145.347181,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP159
North Coast,Hotham Street,Casino,New South Wales,2470,02 6662 2111,-28.859839,153.035827,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP160
Western Victoria,63-69 Russell Street,Casterton,Victoria,3311,03 5554 2555,-37.589989,141.392283,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP161
,72-74 Cecil Avenue,Castle Hill,New South Wales,2154,02 8850 0500,-33.73507,151.004099,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP162
,150 Edinburgh Road,Castlecrag,New South Wales,2068,02 9935 0200,-33.801822,151.217045,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP163
Murray,142 Cornish Street,Castlemaine,Victoria,3450,03 5471 1555,-37.052539,144.212315,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP164
South Eastern Melbourne,260-294 Kooyong Road,Caulfield,Victoria,3162,03 9076 6000,-37.882707,145.016892,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP165
Country SA,3 Eyre Highway,Ceduna,South Australia,5690,08 8626 2110,-32.119099,133.672317,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP166
,"Suite 1, Fountain Corporate, 2 Ilya Avenue",Erina,New South Wales,2250,02 4367 3880,-33.439692,151.384354,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP167
Gippsland,48 Kent Street,Maffra,Victoria,3860,03 5147 0100,-37.961032,146.983487,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP168
Gippsland,155 Guthridge Parade,Sale,Victoria,3850,03 5143 8600,-38.108408,147.080637,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP169
Country SA,65 Robert Street,Maitland,South Australia,5573,08 8862 2626,-34.370494,137.673947,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP170
,"Level 1, 229 Great North Road",Five Dock,New South Wales,2046,02 9713 4011,-33.865117,151.130092,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP171
Hunter New England and Central Coast,24 View Street,Cessnock,New South Wales,2325,02 4991 0555,-32.827754,151.348396,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP172
Western Queensland,72 King Street,Charleville,Queensland,4470,07 4650 5000,-26.410455,146.239228,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP173
