,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
836,836,Sutherland Hospital,430 Kingsway,Caringbah,New South Wales,2229,,295407111,Public,Public,Yes,,-34.037288,151.115151
837,837,Swan Hill District Health [Nyah],Monash Avenue,Nyah West,Victoria,3595,,350302572,Public,Public,No,,-35.186052,143.355428
838,838,Swan Hill District Health [Swan Hill],48 Splatt Street,Swan Hill,Victoria,3585,,350339300,Public,Public,No,,-35.340588,143.556514
839,839,Sydney Adventist Hospital,185 Fox Valley Road,Wahroonga,New South Wales,2076,,294879111,Private,Private,Yes,,-33.733379,151.099874
840,840,Sydney Children's Hospital,High Street,Randwick,New South Wales,2031,,293821111,Public,Public,Yes,,-33.917179,151.238334
841,841,Sydney Day Surgery - Prince Alfred,"RPAH Medical Centre - Suite 106, 100 Carillon Avenue",Newtown,New South Wales,2042,,295505600,Private,Private,No,,-33.8912,151.1835
842,842,Sydney Dental Hospital,2 Chalmers Street,Surry Hills,New South Wales,2010,,292933200,Public,Public,No,,-33.884469,151.207811
843,843,Sydney Hospital / Sydney Eye Hospital,8 Macquarie Street,Sydney,New South Wales,2000,,293827111,Public,Public,No,,-33.867929,151.212575
844,844,Sydney Southwest Private Hospital,40 Bigge Street,Liverpool,New South Wales,2170,,298210333,Private,Private,No,,-33.917876,150.927499
845,845,Tailem Bend District Hospital,74 Princes Highway,Tailem Bend,South Australia,5260,,885725800,Public,Public,No,,-35.254803,139.452692
846,846,Tallangatta Health Service,25 Barree Street,Tallangatta,Victoria,3700,,260715200,Public,Public,No,,-36.213705,147.183709
847,847,Tamara Private Hospital,2-6 Dean Street,Tamworth,New South Wales,2340,,267661955,Private,Private,No,,-31.077535,150.921764
848,848,Tamworth Hospital,31 Dean Street,Tamworth,New South Wales,2340,,267677700,Public,Public,Yes,,-31.074079,150.924199
849,849,Tanunda War Memorial Hospital,15 Mill Street,Tanunda,South Australia,5352,,885632398,Public,Public,No,,-34.528082,138.960859
850,850,Tara Hospital,15 Bilton Street,Tara,Queensland,4421,,746787900,Public,Public,No,,-27.273674,150.456368
851,851,Taroom Hospital,Miller Street,Taroom,Queensland,4420,,746289900,Public,Public,No,,-25.638818,149.798669
852,852,Tasman Health and Community Service,1614 Nubeena Road,Nubeena,Tasmania,7184,,362509000,Public,Public,No,,-43.096752,147.742831
853,853,Temora Hospital,169 Loftus Street,Temora,New South Wales,2666,,269800200,Public,Public,No,,-34.443942,147.542616
854,854,Tennant Creek Hospital,41 Schmidt Street,Tennant Creek,Northern Territory,860,,889624399,Public,Public,No,,-19.647791,134.186893
855,855,Tenterfield Hospital,1-5 Naas Street,Tenterfield,New South Wales,2372,,267395200,Public,Public,No,,-29.045083,152.013552
856,856,Terang & Mortlake Health Service [Terang],13 Austin Avenue,Terang,Victoria,3264,,355920222,Public,Public,No,,-38.239388,142.902119
857,857,Texas Hospital,Mingoola Road,Texas,Queensland,4385,,746533200,Public,Public,No,,-28.855978,151.179481
858,858,The Alfred,55 Commercial Road,Prahran,Victoria,3181,,390762000,Public,Public,Yes,,-37.846087,144.981937
859,859,The Avenue Hospital,40 The Avenue,Windsor,Victoria,3181,,395297377,Private,Private,Yes,,-37.854809,144.998513
860,860,The Bays Hospital,Vale Street,Mornington,Victoria,3931,,359752009,Private,Private,Yes,,-38.223524,145.040939
861,861,The Bendigo Hospital,62 Lucan Street,Bendigo,Victoria,3550,,354546000,Public,Public,Yes,,-36.748727,144.283372
862,862,The Border Cancer Hospital,201-239 Borella Road,Albury,New South Wales,2640,,260641400,Private,Private,No,,-36.078399,146.938123
863,863,The Cairns Clinic,253 Sheridan Street,Cairns,Queensland,4870,,740507000,Private,Private,No,,-16.910828,145.76209
864,864,The Canberra Hospital,Yamba Drive,Garran,Australian Capital Territory,2605,,251240000,Public,Public,Yes,,-35.345777,149.100898
865,865,The Children's Hospital at Westmead,178 Hawkesbury Road,Westmead,New South Wales,2145,,298450000,Public,Public,Yes,,-33.801554,150.991759
866,866,The Eye Hospital,262 Charles Street,Launceston,Tasmania,7250,,363344960,Private,Private,Yes,,-41.444592,147.141609
867,867,The Geelong Clinic,98 Townsend Road,St Albans Park,Victoria,3219,,352481155,Private,Private,No,,-38.182406,144.393267
868,868,The Hills Clinic Kellyville,15-17 Memorial Avenue,Kellyville,New South Wales,2155,,1300122144,Private,Private,No,,-33.716759,150.952057
869,869,The Hills Private Hospital,499 Windsor Road,Baulkham Hills,New South Wales,2153,,296393333,Private,Private,No,,-33.743476,150.9825
870,870,The Hobart Clinic,31 Chipmans Road,Rokeby,Tasmania,7019,,362479960,Private,Private,Yes,,-42.905613,147.435278
871,871,The Kilmore & District Hospital,Rutledge Street,Kilmore,Victoria,3764,,357342000,Public,Public,No,,-37.301794,144.957915
872,872,The McKellar Centre,45-95 Ballarat Road,North Geelong,Victoria,3215,,352792222,Public,Public,No,,-38.118795,144.335728
873,873,The Melbourne Clinic,130 Church Street,Richmond,Victoria,3121,,394294688,Private,Private,Yes,,-37.814361,144.998739
874,874,The Memorial Hospital,Sir Edwin Smith Avenue,North Adelaide,South Australia,5006,,883663800,Private,Private,Yes,,-34.912733,138.599385
875,875,The Mornington Centre,Corner of Tyalla Grove and Separation Street,Mornington,Victoria,3931,,359762733,Public,Public,No,,-38.230174,145.041697
876,876,The Northern Hospital [Epping],185 Cooper Street,Epping,Victoria,3076,,384058000,Public,Public,Yes,,-37.653417,145.014381
877,877,The Park Centre For Mental Health,Corner of Ellerton Drive and Wolston Park Road,Wacol,Queensland,4076,,732718222,Public,Public,Yes,,-27.600413,152.910246
878,878,The Peter James Centre [East Burwood],321-345 Burwood Highway,Forest Hill,Victoria,3131,,398811888,Public,Public,Yes,,-37.852712,145.164542
879,879,The Prince Charles Hospital,Rode Road,Chermside,Queensland,4032,,731394000,Public,Public,Yes,,-27.390497,153.021955
880,880,The Queen Elizabeth Hospital,28 Woodville Road,Woodville,South Australia,5011,,882226000,Public,Public,Yes,,-34.884179,138.534039
881,881,The Royal Victorian Eye & Ear Hospital,32 Gisborne Street,East Melbourne,Victoria,3002,,399298666,Public,Public,No,,-37.808978,144.976245
882,882,The Skin & Cancer Foundation Australia,7 Ashley Lane,Westmead,New South Wales,2145,,288333000,Private,Private,No,,-33.8072,150.98879
883,883,The Southport Private Hospital,21 Spendelove Avenue,Southport,Queensland,4215,,756718000,Private,Private,No,,-27.973078,153.407852
884,884,The Sydney Clinic,22-24 Murray Street,Bronte,New South Wales,2024,,293898888,Private,Private,No,,-33.901383,151.260988
885,885,The Sydney Private Hospital Incorporating the NSW Eye Centre,63 Victoria Street,Ashfield,New South Wales,2131,,297970555,Private,Private,No,,-33.894,151.1299
886,886,The Townsville Hospital,100 Angus Smith Drive,Douglas,Queensland,4814,,744331111,Public,Public,Yes,,-19.320683,146.762092
887,887,The Tweed Hospital,14 Powell Street,Tweed Heads,New South Wales,2485,,755361133,Public,Public,Yes,,-28.177216,153.545458
888,888,The Valley Private Hospital,Corner of Police and Gladstone Roads,Mulgrave,Victoria,3170,,397909333,Private,Private,Yes,,-37.938409,145.213122
889,889,The Victoria Clinic,324 Malvern Road,Prahran,Victoria,3181,,395260200,Private,Private,No,,-37.847714,144.997225
890,890,The Victorian Rehabilitation Centre,499 Springvale Road,Glen Waverley,Victoria,3150,,395662777,Private,Private,Yes,,-37.898227,145.161425
891,891,The Wesley Hospital,451 Coronation Drive,Auchenflower,Queensland,4066,,732327000,Private,Private,Yes,,-27.478335,152.997971
892,892,Theodore Hospital,The Boulevard,Theodore,Queensland,4719,,749903000,Public,Public,No,,-24.943109,150.075277
893,893,Thomas Walker Hospital,Hospital Road,Concord West,New South Wales,2138,,297362288,Public,Public,No,,-33.832336,151.097897
894,894,Thursday Island Hospital,163 Douglas Street,Thursday Island,Queensland,4875,,740690200,Public,Public,No,,-10.588,142.21156
895,895,Tibooburra Hospital,Sturt Street,Tibooburra,New South Wales,2880,,880913302,Public,Public,No,,-29.433211,142.012817
896,896,Timboon & District Healthcare Service,21 Hospital Road,Timboon,Victoria,3268,,355586000,Public,Public,No,,-38.486231,142.976717
897,897,Tingha Multi Purpose Service,Inverell Road,Tingha,New South Wales,2369,,267233901,Public,Public,No,,-29.950779,151.206732
898,898,Tocumwal Hospital,Adams Street,Tocumwal,New South Wales,2714,,358742166,Public,Public,No,,-35.815407,145.568996
899,899,Tom Price Hospital,862 Mine Road,Tom Price,Western Australia,6751,,891595222,Public,Public,No,,-22.695367,117.790271
900,900,Tomaree Hospital,2 Trevally Street,Nelson Bay,New South Wales,2315,,249840700,Public,Public,No,,-32.720053,152.158858
901,901,Toosey Memorial Hospital (Longford),10 Archer Street,Longford,Tasmania,7301,,363911202,Public,Public,No,,-41.593091,147.119486
902,902,Toowong Private Hospital,496 Milton Road,Toowong,Queensland,4066,,737218000,Private,Private,No,,-27.47736,152.99125
903,903,Toowoomba Hospital,Pechey Street,Toowoomba,Queensland,4350,,746166000,Public,Public,Yes,,-27.569872,151.944433
904,904,Toowoomba Surgicentre,18 Scott Street,Toowoomba,Queensland,4350,,746593100,Private,Private,No,,-27.566341,151.973785
905,905,Tottenham Multipurpose Service,Lot 10 Moondana Street,Tottenham,New South Wales,2873,,268916200,Public,Public,No,,-32.242711,147.358031
906,906,Townsville Day Surgery,1 Martinez Avenue,West End,Queensland,4810,,747254500,Private,Private,No,,-19.268889,146.782836
907,907,Trangie Multi Purpose Service,28 Harris Street,Trangie,New South Wales,2823,,268808200,Public,Public,No,,-32.030813,147.976355
908,908,Tresillian Care Centres,McKenzie Street,Belmore,New South Wales,2192,,297870800,Public,Public,No,,-33.918732,151.097526
909,909,"Tresillian Family Care Centre, Kingswood",1b Barber Avenue,Kingswood,New South Wales,2747,,247342124,Public,Public,No,,-33.758161,150.714392
910,910,Trundle Multi Purpose Health Service,44 Brookview Street,Trundle,New South Wales,2875,,268921900,Public,Public,No,,-32.921078,147.704315
911,911,Tullamore Multi Purpose Health Service,1 Hinkler Street,Tullamore,New South Wales,2874,,268913100,Public,Public,No,,-32.635114,147.568997
912,912,Tully Hospital,Bryant Street,Tully,Queensland,4854,,740684144,Public,Public,No,,-17.927624,145.924146
913,913,Tumbarumba Multi Purpose Service,4 Mitchell Street,Tumbarumba,New South Wales,2653,,269489600,Public,Public,No,,-35.778706,148.006203
914,914,Tumby Bay Hospital and Health Services,8-11 Esplanade,Tumby Bay,South Australia,5605,,886882007,Public,Public,No,,-34.372292,136.103932
915,915,Tumut Hospital,105 Simpson Street,Tumut,New South Wales,2720,,269470800,Public,Public,No,,-35.307265,148.219552
916,916,Tweddle Child & Family Health Centre [Footscray],53 Adelaide Street,Footscray,Victoria,3011,,396891577,Public,Public,No,,-37.797407,144.887421
917,917,Tweed Day Surgery,38-44 Boyd Street,Tweed Heads,New South Wales,2485,,755995522,Private,Private,No,,-28.179019,153.539989
918,918,Ulladulla Endoscopy and Medical Centre,111 Princes Highway,Ulladulla,New South Wales,2539,,244555422,Private,Private,No,,-35.358764,150.473481
919,919,University Hospital Geelong,Bellerine Street,Geelong,Victoria,3220,,342150000,Public,Public,Yes,,-38.151533,144.364964
920,920,Upper Murray Health & Community Services [Corryong],20 Kiell Street,Corryong,Victoria,3707,,260763200,Public,Public,No,,-36.198711,147.902798
921,921,Urana Multi Purpose Service,127-129 Princess Street,Urana,New South Wales,2645,,269208106,Public,Public,No,,-35.325419,146.267316
922,922,Urbenville Multi Purpose Service,45 Beaury Street,Urbenville,New South Wales,2475,,266341600,Public,Public,No,,-28.471511,152.543029
923,923,Ursula Frayne Centre,35 Mavis Street,Footscray,Victoria,3011,,393197000,Public,Public,No,,-37.791148,144.886747
924,924,Vegetable Creek Multi Purpose Service Emmaville,13-33 Glen Innes Road,Emmaville,New South Wales,2371,,267347900,Public,Public,No,,-29.450547,151.599204
925,925,Victoria Parade Surgery Centre,"Level 1, 100 Victoria Parade",East Melboune,Victoria,3002,,396504000,Private,Private,No,,-37.808521,144.97476
926,926,Victorian Institute of Forensic Mental Health,Yarra Bend Road,Fairfield,Victoria,3078,,386840000,Public,Public,Yes,,-37.78931,145.012975
927,927,Victorian Institute of Forensic Mental Health Prison Health Service,317 Spencer Street,Melbourne,Victoria,3001,,386840000,Public,Public,No,,-37.812763,144.950757
928,928,Vision Day Surgery Camberwell,27 Denmark Hill Road,Camberwell,Victoria,3123,,398821347,Private,Private,Yes,,-37.83252,145.0556
929,929,Vision Day Surgery Chatswood,"Level 3, 270 Victoria Avenue",Chatswood,New South Wales,2086,,294249999,Private,Private,Yes,,-33.795181,151.187314
930,930,Vision Day Surgery Eastern,852 Whitehorse Road,Box Hill,Victoria,3128,,398804333,Private,Private,Yes,,-37.817591,145.119433
931,931,Vision Day Surgery Footscray,89 Paisley Street,Footscray,Victoria,3011,,396899233,Private,Private,Yes,,-37.800508,144.895155
932,932,Vision Day Surgery Hurstville,8-10 Woniora Road,Hurstville,New South Wales,2220,,295852585,Private,Private,Yes,,-33.966949,151.100439
933,933,Vision Day Surgery Rivercity,401 Milton Road,Auchenflower,Queensland,4066,,737363000,Private,Private,Yes,,-27.473726,152.995579
934,934,Vision Eye Institute,600 St Kilda Road,Melbourne,Victoria,3004,,395212175,Private,Private,Yes,,-37.850605,144.980304
935,935,Wagga Endoscopy Centre,50 Best Street,Wagga Wagga,New South Wales,2650,,269212711,Private,Private,No,,-35.115815,147.365914
936,936,Wagga Wagga Hospital,260-280 Edward Street,Wagga Wagga,New South Wales,2650,,259431000,Public,Public,Yes,,-35.118083,147.356915
937,937,Wagin Hospital,Warwick Street,Wagin,Western Australia,6315,,898613444,Public,Public,No,,-33.304662,117.347319
938,938,Waikerie Health Service,1 Lawrie Terrace,Waikerie,South Australia,5330,,885410555,Public,Public,No,,-34.182447,139.984917
939,939,Waikiki Private Hospital,221 Willmott Drive,Waikiki,Western Australia,6169,,895500222,Private,Private,No,,-32.310552,115.763147
940,940,Walcha Multi Purpose Service,Middle Street,Walcha,New South Wales,2354,,267742366,Public,Public,No,,-30.987818,151.591415
941,941,Walcott Street Surgical Centre,41 Walcott Street,Mount Lawley,Western Australia,6050,,892279004,Private,Private,Yes,,-31.936554,115.874141
942,942,Walgett Multipurpose Service,141 Fox Street,Walgett,New South Wales,2832,,268286000,Public,Public,No,,-30.030646,148.115959
943,943,Wangaratta Private Hospital,134-150 Templeton Street,Wangaratta,Victoria,3677,,357222678,Private,Private,No,,-36.349299,146.312423
944,944,Wantirna Health,251 Mountain Highway,Wantirna,Victoria,3152,,399551200,Public,Public,No,,-37.848525,145.225902
945,945,War Memorial Hospital,125 Birrell Street,Waverley,New South Wales,2024,,293690100,Public,Public,No,,-33.897496,151.253816
946,946,Waratah Private Hospital,31 Dora Street,Hurstville,New South Wales,2220,,295980000,Private,Private,No,,-33.963651,151.100464
947,947,Warialda Multi Purpose Service,Long Street,Warialda,New South Wales,2402,,267289000,Public,Public,No,,-29.538835,150.579567
948,948,Warners Bay Private Hospital,Fairfax Road,Warners bay,New South Wales,2282,,249584288,Private,Private,No,,-32.965262,151.641204
949,949,Warren Hospital,16 Hospital Avenue,Manjimup,Western Australia,6258,,897725100,Public,Public,No,,-34.240969,116.154112
950,950,Warren Multi Purpose Service,Lot 176 Dr Kater Drive,Warren,New South Wales,2824,,268477200,Public,Public,No,,-31.693958,147.835679
951,951,Warringal Private Hospital,216 Burgundy Street,Heidelberg,Victoria,3084,,392741300,Private,Private,Yes,,-37.754419,145.060728
952,952,Warwick Hospital,56 Locke Street,Warwick,Queensland,4370,,746603900,Public,Public,No,,-28.224275,152.017983
953,953,Wauchope Hospital,69 High Street,Wauchope,New South Wales,2446,,265808000,Public,Public,No,,-31.457239,152.728131
954,954,Waverley Private Hospital,343-357 Blackburn Road,Mount Waverley,Victoria,3149,,398817700,Private,Private,Yes,,-37.884632,145.145798
955,955,Wee Waa Hospital,60 Alma Street,Wee Waa,New South Wales,2388,,267950400,Public,Public,No,,-30.225439,149.448287
956,956,Weipa Hospital,Lot 407 John Evans Drive,Weipa,Queensland,4874,,740823900,Public,Public,No,,-12.623419,141.881179
957,957,Wellington Health Service,30 Thornton Street,Wellington,New South Wales,2820,,268408200,Public,Public,No,,-32.549741,148.951977
958,958,Wentworth Hospital,Silver City Highway,Wentworth,New South Wales,2648,,350277111,Public,Public,No,,-34.109983,141.922481
959,959,Wentworth Psychiatric Services,Derby Street,Penrith,New South Wales,2750,,247342000,Public,Public,No,,-33.760249,150.712613
960,960,Werribee Mercy Hospital,300 Princes Highway,Werribee,Victoria,3030,,387543000,Public,Public,Yes,,-37.886587,144.698621
961,961,Werris Creek Hospital,22-34 North Street,Werris Creek,New South Wales,2341,,267686600,Public,Public,No,,-31.346691,150.652513
962,962,Wesley Hospital Ashfield,91 Milton Street,Ashfield,New South Wales,2131,,1300924522,Private,Private,No,,-33.8925,151.116666
963,963,Wesley Hospital Kogarah,7 Blake Street,Kogarah,New South Wales,2217,,1300924522,Private,Private,No,,-33.968262,151.12896
964,964,West Gippsland Healthcare Group [Warragul],41 Landsborough Street,Warragul,Victoria,3820,,356230611,Public,Public,No,,-38.173009,145.926804
965,965,West Wimmera Health Service [Jeparit],2 Charles Street,Jeparit,Victoria,3423,,353914222,Public,Public,No,,-36.141132,141.984686
966,966,West Wimmera Health Service [Kaniva],9 Farmers Street,Kaniva,Victoria,3419,,353914222,Public,Public,No,,-36.381386,141.246006
967,967,West Wimmera Health Service [Nhill],45 Nelson Street,Nhill,Victoria,3418,,353914222,Public,Public,No,,-36.334003,141.655579
968,968,West Wimmera Health Service [Rainbow],2 Swinbourne Avenue,Rainbow,Victoria,3424,,353914222,Public,Public,No,,-35.903874,141.995112
969,969,West Wimmera Health Service [Rupanyup],89 Cromie Street,Rupanyup,Victoria,3388,,353631200,Public,Public,No,,-36.636571,142.631849
970,970,Western District Health Service [Coleraine District Health Service],71 McLeod Street,Coleraine,Victoria,3315,,355532000,Public,Public,No,,-37.599913,141.692018
971,971,Western District Health Service [Hamilton],20 Foster Street,Hamilton,Victoria,3300,,355518222,Public,Public,No,,-37.736495,142.030606
972,972,Western District Health Service [Penshurst],146 Cobb Street,Penshurst,Victoria,3289,,355523000,Public,Public,No,,-37.877275,142.282487
973,973,Western Gastroenterology Services,1/30 Eleanor Street,Footscray,Victoria,3011,,393183399,Private,Private,No,,-37.792005,144.885343
974,974,Western Hospital,168 Cudmore Terrace,Henley Beach,South Australia,5022,,883561222,Private,Private,No,,-34.909971,138.49966
975,975,Western Hospital [Footscray],160 Gordon Street,Footscray,Victoria,3011,,383456666,Public,Public,Yes,,-37.792298,144.887191
976,976,Western Private Hospital,1-9 Marion Sreet,Footscray,Victoria,3011,,393183177,Private,Private,No,,-37.793045,144.885932
977,977,Western Sydney Oncology & Infusion Centre,"Westmead Specialist Centre Level 2, 16-18 Mons Road",Westmead,New South Wales,2145,,288379800,Private,Private,Yes,,-33.802024,150.982879
978,978,Westmead Hospital,166-174 Darcy Road,Westmead,New South Wales,2145,,288905555,Public,Public,Yes,,-33.804362,150.987811
979,979,Westmead Private Hospital,Corner of Mons and Darcy Roads,Westmead,New South Wales,2145,,288379000,Private,Private,Yes,,-33.802865,150.982382
980,980,Westmead Rehabilitation Hospital,7 Coleman Street,Merrylands,New South Wales,2160,,288333555,Private,Private,No,,-33.819288,150.981059
981,981,Westminster Day Surgery,476 Wanneroo Road,Westminster,Western Australia,6061,,893495555,Private,Private,No,,-31.862769,115.829163
982,982,Whyalla Hospital and Health Services,20 Wood Terrace,Whyalla,South Australia,5600,,886488300,Public,Public,Yes,,-33.033977,137.577559
983,983,Wilcannia Multi Purpose Service,14 Ross Street,Wilcannia,New South Wales,2836,,880838777,Public,Public,No,,-31.557638,143.385336
984,984,Williamstown Hospital,77B Railway Crescent,Williamstown,Victoria,3016,,393930100,Public,Public,Yes,,-37.863576,144.892339
985,985,"Wilson Memorial Community Hospital, Murrurundi",59 O'Connell Street,Murrurundi,New South Wales,2338,,265469000,Public,Public,No,,-31.770408,150.834764
986,986,Wimmera Base Hospital [Horsham],83 Baillie Street,Horsham,Victoria,3400,,353819111,Public,Public,No,,-36.712441,142.208522
987,987,Windsor Private Hospital,20 The Avenue,Windsor,Victoria,3181,,395209520,Private,Private,No,,-37.856118,144.998213
988,988,Wingham Hospital,32 Bungay Road,Wingham,New South Wales,2429,,265573400,Public,Public,No,,-31.878104,152.365179
989,989,Winton Hospital,Bloomfield Street,Winton,Queensland,4735,,746572700,Public,Public,No,,-22.381189,143.040672
990,990,Wollongong Day Surgery,354-358 Crown Street,Wollongong,New South Wales,2500,,242266955,Private,Private,Yes,,-34.42583,150.881346
991,991,Wollongong Hospital,348 Crown Street,Wollongong,New South Wales,2500,,242225000,Public,Public,Yes,,-34.424938,150.883451
992,992,Wollongong Private Hospital,360-364 Crown Street,Wollongong,New South Wales,2500,,242861000,Private,Private,Yes,,-34.425814,150.880729
993,993,Wolper Jewish Hospital,8 Trelawney Street,Woollahra,New South Wales,2025,,293286077,Private,Private,No,,-33.884118,151.240739
994,994,Women's and Children's Hospital,72 King William Road,North Adelaide,South Australia,5006,,881617000,Public,Public,Yes,,-34.911444,138.599631
995,995,Women's at Sandringham,193 Bluff Road,Sandringham,Victoria,3191,,390761000,Public,Public,No,,-37.961049,145.018157
996,996,Wondai Hospital,Bramston Street,Wondai,Queensland,4606,,741692600,Public,Public,No,,-26.323335,151.878658
997,997,Wongan Hills Hospital,Ackland Street,Wongan Hills,Western Australia,6603,,896911222,Public,Public,No,,-30.894159,116.724843
998,998,Woorabinda Hospital,1 Munns Drive,Woorabinda,Queensland,4702,,749132800,Public,Public,No,,-24.131492,149.455983
999,999,Woy Woy Hospital,7 Kathleen Street,Woy Woy,New South Wales,2256,,243448444,Public,Public,No,,-33.496716,151.320952
1000,1000,Wudinna Hospital,16-24 Richards Avenue,Wudinna,South Australia,5652,,886802254,Public,Public,No,,-33.050274,135.466983
1001,1001,Wyalkatchem-Koorda and Districts Hospital,Honour Avenue,Wyalkatchem,Western Australia,6485,,896921222,Public,Public,No,,-31.176246,117.386212
1002,1002,Wyalong Hospital,70 Ungarie Road,West Wyalong,New South Wales,2671,,269790000,Public,Public,No,,-33.916373,147.196483
1003,1003,Wyndham Hospital,Minderoo Street,Wyndham,Western Australia,6740,,891610222,Public,Public,No,,-15.477793,128.127772
1004,1004,Wyong Hospital,664 Pacific Highway,Hamlyn Terrace,New South Wales,2259,,243948000,Public,Public,Yes,,-33.261113,151.480761
1005,1005,Yarra Ranges Health,25 Market Street,Lilydale,Victoria,3140,,1300342255,Public,Public,No,,-37.756319,145.351204
1006,1006,Yarram & District Health Service,85-91 Commercial Road,Yarram,Victoria,3971,,351820222,Public,Public,No,,-38.556975,146.678316
1007,1007,Yarrawonga District Health Service,33 Piper Street,Yarrawonga,Victoria,3730,,357438111,Public,Public,No,,-36.011547,146.006584
1008,1008,Yass Hospital,145-147 Meehan Street,Yass,New South Wales,2582,,262202000,Public,Public,No,,-34.844072,148.906427
1009,1009,Yea & District Memorial Hospital,45 Station Street,Yea,Victoria,3717,,357360400,Public,Public,No,,-37.213634,145.430724
1010,1010,York Hospital,Trews Road,York,Western Australia,6302,,896410200,Public,Public,No,,-31.894392,116.757416
1011,1011,Young Hospital,68 Allanan Street,Young,New South Wales,2594,,263828888,Public,Public,No,,-34.320383,148.288457
