USPS,ST,NAME,ZCTA5,LAT,LON
New South Wales,NSW,Yellow Rock (Blue Mountains - NSW),2777,-33.69332,150.62904
New South Wales,NSW,Yellow Rock (Blue Mountains - NSW),2527,-34.60165,150.73738
New South Wales,NSW,Babinda (NSW),2825,-31.92247,146.52159
New South Wales,NSW,Bobadah,2877,-32.28135,146.6977
New South Wales,NSW,Buddabadah,2825,-31.94242,147.16985
New South Wales,NSW,Canbelego,2835,-31.51903,146.25005
New South Wales,NSW,Canonba,2825,-31.31343,147.43996
New South Wales,NSW,Coolabah,2831,-30.99969,146.68886
New South Wales,NSW,Five Ways,2873,-32.16554,146.96635
New South Wales,NSW,Girilambone,2831,-31.22967,146.81566
New South Wales,NSW,Hermidale,2831,-31.63132,146.64526
New South Wales,NSW,Honeybugle,2825,-31.83848,146.85814
New South Wales,NSW,Miandetta (NSW),2825,-31.5883,146.91135
New South Wales,NSW,Mulla,2825,-31.82232,147.36441
New South Wales,NSW,Murrawombie,2825,-31.17668,147.24824
New South Wales,NSW,Nyngan,2825,-31.5438,147.1529
New South Wales,NSW,Pangee,2825,-32.00007,146.79833
New South Wales,NSW,Banksmeadow,2019,-33.95607,151.21365
New South Wales,NSW,Botany,2019,-33.94907,151.19881
New South Wales,NSW,Daceyville,2032,-33.9289,151.22527
New South Wales,NSW,Eastgardens,2036,-33.94502,151.22653
New South Wales,NSW,Eastlakes,2018,-33.93108,151.21145
New South Wales,NSW,Hillsdale,2036,-33.95297,151.22753
New South Wales,NSW,Mascot,2020,-33.9466,151.18371
New South Wales,NSW,Pagewood,2035,-33.93894,151.2136
New South Wales,NSW,Rosebery (NSW),2018,-33.91857,151.20485
New South Wales,NSW,Bourke,2840,-30.19225,145.99276
New South Wales,NSW,Byrock,2831,-30.50387,146.36346
New South Wales,NSW,Enngonia,2840,-29.2745,145.91309
New South Wales,NSW,Fords Bridge,2840,-29.67848,145.22456
New South Wales,NSW,Gumbalie,2840,-30.14049,145.21662
New South Wales,NSW,Gunderbooka,2840,-30.61252,145.77272
New South Wales,NSW,Hungerford (NSW),2840,-29.20305,144.61733
New South Wales,NSW,Louth,2840,-30.58788,144.85681
New South Wales,NSW,North Bourke,2840,-29.75361,146.13125
New South Wales,NSW,Wanaaring,2840,-29.71151,143.75388
New South Wales,NSW,Yantabulla,2840,-29.30141,145.04797
New South Wales,NSW,Angledool,2834,-29.1476,147.92609
New South Wales,NSW,Brewarrina,2839,-29.99249,146.91251
New South Wales,NSW,Byrock,2831,-30.50387,146.36346
New South Wales,NSW,Collerina,2839,-29.53603,146.73061
New South Wales,NSW,Enngonia,2840,-29.2745,145.91309
New South Wales,NSW,Gongolgon,2839,-30.49687,146.88414
New South Wales,NSW,Goodooga,2838,-29.31075,147.44102
New South Wales,NSW,Talawanta,2839,-29.57769,147.0547
New South Wales,NSW,The Marra,2831,-30.81053,147.23112
New South Wales,NSW,Weilmoringle,2839,-29.21763,146.81913
New South Wales,NSW,Broken Hill,2880,-32.35272,141.62697
New South Wales,NSW,Burwood (NSW),2134,-33.87838,151.10412
New South Wales,NSW,Burwood Heights,2136,-33.8894,151.10403
New South Wales,NSW,Croydon (NSW),2132,-33.88062,151.1169
New South Wales,NSW,Croydon Park (NSW),2133,-33.89732,151.10289
New South Wales,NSW,Enfield (NSW),2136,-33.89006,151.09611
New South Wales,NSW,Strathfield (NSW),2135,-33.87913,151.08118
New South Wales,NSW,Bangalow,2479,-28.68063,153.52403
New South Wales,NSW,Billinudgel,2483,-28.50534,153.51363
New South Wales,NSW,Binna Burra (NSW),2479,-28.71177,153.4954
New South Wales,NSW,Booyong,2480,-28.74895,153.4472
New South Wales,NSW,Broken Head,2481,-28.73002,153.59346
New South Wales,NSW,Brunswick Heads,2483,-28.55754,153.54453
New South Wales,NSW,Byron Bay,2481,-28.6469,153.60284
New South Wales,NSW,Clunes (NSW),2480,-28.72557,153.41144
New South Wales,NSW,Coopers Shoot,2479,-28.69261,153.56922
New South Wales,NSW,Coorabell,2479,-28.62759,153.50154
New South Wales,NSW,Eureka (NSW),2480,-28.68676,153.43693
New South Wales,NSW,Ewingsdale,2481,-28.63901,153.55042
New South Wales,NSW,Federal (NSW),2480,-28.65916,153.45262
New South Wales,NSW,Goonengerry,2482,-28.60459,153.43207
New South Wales,NSW,Hayters Hill,2481,-28.6745,153.58406
New South Wales,NSW,Huonbrook,2482,-28.53781,153.36278
New South Wales,NSW,Koonyum Range,2482,-28.54188,153.41082
New South Wales,NSW,Main Arm,2482,-28.50938,153.43931
New South Wales,NSW,McLeods Shoot,2479,-28.65892,153.55714
New South Wales,NSW,Middle Pocket,2483,-28.48804,153.4672
New South Wales,NSW,Montecollum,2482,-28.59208,153.46094
New South Wales,NSW,Mullumbimby,2482,-28.54931,153.49906
New South Wales,NSW,Mullumbimby Creek,2482,-28.55206,153.4467
New South Wales,NSW,Myocum,2481,-28.59788,153.50558
New South Wales,NSW,Nashua,2479,-28.7311,153.45923
New South Wales,NSW,New Brighton,2483,-28.51973,153.55128
New South Wales,NSW,Ocean Shores,2483,-28.50893,153.53202
New South Wales,NSW,Palmwoods (NSW),2482,-28.5133,153.40653
New South Wales,NSW,Possum Creek,2479,-28.6712,153.49287
New South Wales,NSW,Skinners Shoot,2481,-28.65818,153.59053
New South Wales,NSW,South Golden Beach,2483,-28.5004,153.54669
New South Wales,NSW,Suffolk Park,2481,-28.68632,153.60818
New South Wales,NSW,Talofa,2481,-28.67336,153.5561
New South Wales,NSW,The Pocket,2483,-28.50326,153.471
New South Wales,NSW,Tyagarah,2481,-28.60018,153.55582
New South Wales,NSW,Upper Coopers Creek,2482,-28.60301,153.40128
New South Wales,NSW,Upper Main Arm,2482,-28.49079,153.39728
New South Wales,NSW,Upper Wilsons Creek,2482,-28.52686,153.38184
New South Wales,NSW,Wanganui,2482,-28.57002,153.3818
New South Wales,NSW,Wilsons Creek,2482,-28.56413,153.43276
New South Wales,NSW,Wooyung,2483,-28.45121,153.53431
New South Wales,NSW,Yelgun,2483,-28.47992,153.4948
New South Wales,NSW,Amaroo (NSW),2866,-33.15948,148.91946
New South Wales,NSW,Baldry,2867,-32.88142,148.47025
New South Wales,NSW,Belgravia,2800,-33.10567,149.02988
New South Wales,NSW,Bocobra,2865,-33.10446,148.53725
New South Wales,NSW,Boomey,2866,-32.96794,148.96012
New South Wales,NSW,Boree,2800,-33.25073,148.84248
New South Wales,NSW,Borenore,2800,-33.23058,148.95297
New South Wales,NSW,Bowan Park,2864,-33.31864,148.83601
New South Wales,NSW,Byng,2800,-33.34602,149.24058
New South Wales,NSW,Canobolas,2800,-33.35685,149.00882
New South Wales,NSW,Canowindra,2804,-33.53379,148.64101
New South Wales,NSW,Cargo,2800,-33.46067,148.81737
New South Wales,NSW,Clergate,2800,-33.18723,149.11571
New South Wales,NSW,Clifton Grove,2800,-33.24096,149.18515
New South Wales,NSW,Cudal,2864,-33.3232,148.73571
New South Wales,NSW,Cumnock,2867,-32.92957,148.66708
New South Wales,NSW,Emu Swamp,2800,-33.30159,149.19573
New South Wales,NSW,Eugowra,2806,-33.41999,148.35218
New South Wales,NSW,Eurimbla,2867,-32.84864,148.81504
New South Wales,NSW,Four Mile Creek (NSW),2800,-33.42697,148.94203
New South Wales,NSW,Garra,2866,-33.1229,148.75913
New South Wales,NSW,Gooloogong,2805,-33.66383,148.44137
New South Wales,NSW,Gowan,2795,-33.14962,149.35098
New South Wales,NSW,Gumble,2865,-33.08718,148.65481
New South Wales,NSW,Guyong,2798,-33.39739,149.26039
New South Wales,NSW,Kangaroobie,2800,-33.16904,149.04759
New South Wales,NSW,Kerrs Creek,2800,-33.05306,149.10705
New South Wales,NSW,Larras Lee,2866,-32.95858,148.87127
New South Wales,NSW,Lewis Ponds,2800,-33.28461,149.27736
New South Wales,NSW,Lidster,2800,-33.32192,148.92622
New South Wales,NSW,Lower Lewis Ponds,2800,-33.21218,149.24067
New South Wales,NSW,Mandagery,2870,-33.25317,148.46366
New South Wales,NSW,Manildra,2865,-33.21351,148.65261
New South Wales,NSW,March,2800,-33.21067,149.07939
New South Wales,NSW,Molong,2866,-33.11538,148.8671
New South Wales,NSW,Moorbel,2804,-33.56319,148.70315
New South Wales,NSW,Mullion Creek,2800,-33.08893,149.18035
New South Wales,NSW,Murga,2864,-33.35802,148.53618
New South Wales,NSW,Nashdale,2800,-33.30633,149.01005
New South Wales,NSW,Nyrang Creek,2804,-33.54527,148.53312
New South Wales,NSW,Obley,2868,-32.6954,148.46733
New South Wales,NSW,Ophir,2800,-33.13182,149.24021
New South Wales,NSW,Orange,2800,-33.25104,149.06176
New South Wales,NSW,Spring Hill (Cabonne - NSW),2800,-33.40285,149.14668
New South Wales,NSW,Spring Hill (Cabonne - NSW),2500,-34.45441,150.86952
New South Wales,NSW,Spring Terrace,2798,-33.40375,149.08339
New South Wales,NSW,Springside (NSW),2800,-33.38143,149.041
New South Wales,NSW,Summer Hill Creek,2800,-33.20626,149.15508
New South Wales,NSW,Toogong,2864,-33.35859,148.65934
New South Wales,NSW,Vittoria (NSW),2799,-33.41713,149.34886
New South Wales,NSW,Waldegrave,2800,-33.43921,149.04907
New South Wales,NSW,Windera (NSW),2800,-33.2068,149.01884
New South Wales,NSW,Yeoval,2868,-32.75181,148.58257
New South Wales,NSW,Yullundry,2867,-32.8594,148.66962
New South Wales,NSW,Bringelly,2556,-33.94576,150.72523
New South Wales,NSW,Camden,2570,-34.05877,150.69373
New South Wales,NSW,Camden South,2570,-34.08232,150.70072
New South Wales,NSW,Catherine Field,2557,-33.98618,150.76993
New South Wales,NSW,Cawdor (NSW),2570,-34.09589,150.66638
New South Wales,NSW,Cobbitty,2570,-33.99798,150.67997
New South Wales,NSW,Currans Hill,2567,-34.04634,150.77377
New South Wales,NSW,Elderslie (Camden - NSW),2570,-34.0577,150.71508
New South Wales,NSW,Elderslie (Camden - NSW),2335,-32.58276,151.34684
New South Wales,NSW,Ellis Lane,2570,-34.03421,150.679
New South Wales,NSW,Gledswood Hills,2557,-34.0137,150.78383
New South Wales,NSW,Grasmere,2570,-34.05634,150.6729
New South Wales,NSW,Gregory Hills,2557,-34.02724,150.77608
New South Wales,NSW,Harrington Park,2567,-34.02561,150.73523
New South Wales,NSW,Kirkham,2570,-34.03394,150.70955
New South Wales,NSW,Leppington,2179,-33.97634,150.79898
New South Wales,NSW,Mount Annan,2567,-34.06403,150.76318
New South Wales,NSW,Narellan,2567,-34.04378,150.73456
New South Wales,NSW,Narellan Vale,2567,-34.05177,150.74372
New South Wales,NSW,Oran Park,2570,-33.99074,150.74247
New South Wales,NSW,Rossmore (NSW),2557,-33.93653,150.77346
New South Wales,NSW,Smeaton Grange,2567,-34.03721,150.75725
New South Wales,NSW,Spring Farm (NSW),2570,-34.06839,150.72519
New South Wales,NSW,Airds,2560,-34.08593,150.83302
New South Wales,NSW,Ambarvale,2560,-34.089,150.79408
New South Wales,NSW,Bardia,2565,-33.9773,150.86232
New South Wales,NSW,Blair Athol (NSW),2560,-34.06196,150.80158
New South Wales,NSW,Blairmount,2559,-34.05088,150.79444
New South Wales,NSW,Bow Bowing,2566,-34.01729,150.84136
New South Wales,NSW,Bradbury (NSW),2560,-34.08405,150.81805
New South Wales,NSW,Campbelltown (NSW),2560,-34.06338,150.80766
New South Wales,NSW,Claymore,2559,-34.04717,150.81206
New South Wales,NSW,Denham Court,2565,-33.98157,150.8294
New South Wales,NSW,Eagle Vale,2558,-34.03797,150.81128
New South Wales,NSW,Englorie Park,2560,-34.08048,150.79659
New South Wales,NSW,Eschol Park,2558,-34.03422,150.80399
New South Wales,NSW,Gilead,2560,-34.12934,150.7799
New South Wales,NSW,Glen Alpine,2560,-34.08767,150.7719
New South Wales,NSW,Glenfield (NSW),2167,-33.97099,150.89301
New South Wales,NSW,Gregory Hills,2557,-34.02724,150.77608
New South Wales,NSW,Ingleburn,2565,-34.0051,150.8581
New South Wales,NSW,Kearns,2558,-34.01979,150.80135
New South Wales,NSW,Kentlyn,2560,-34.06199,150.86946
New South Wales,NSW,Leumeah,2560,-34.05375,150.83957
New South Wales,NSW,Long Point (Campbelltown - NSW),2564,-34.0115,150.89643
New South Wales,NSW,Long Point (Campbelltown - NSW),2330,-32.56508,151.11737
New South Wales,NSW,Macquarie Fields,2564,-33.99111,150.8917
New South Wales,NSW,Macquarie Links,2565,-33.97953,150.87193
New South Wales,NSW,Menangle Park,2563,-34.10002,150.75682
New South Wales,NSW,Minto,2566,-34.03164,150.84989
New South Wales,NSW,Minto Heights,2566,-34.03359,150.87512
New South Wales,NSW,Raby,2566,-34.02019,150.81645
New South Wales,NSW,Rosemeadow,2560,-34.10624,150.79181
New South Wales,NSW,Ruse,2560,-34.06927,150.83989
New South Wales,NSW,St Andrews (NSW),2566,-34.02451,150.83058
New South Wales,NSW,St Helens Park,2560,-34.1056,150.81488
New South Wales,NSW,Varroville,2566,-34.00405,150.81008
New South Wales,NSW,Wedderburn (NSW),2560,-34.14312,150.8241
New South Wales,NSW,Woodbine (NSW),2560,-34.04484,150.82045
New South Wales,NSW,Abbotsford (NSW),2046,-33.85052,151.12987
New South Wales,NSW,Breakfast Point,2137,-33.84282,151.11092
New South Wales,NSW,Cabarita (NSW),2137,-33.84744,151.11635
New South Wales,NSW,Canada Bay,2046,-33.86462,151.11506
New South Wales,NSW,Chiswick,2046,-33.84987,151.13772
New South Wales,NSW,Concord,2137,-33.85608,151.10677
New South Wales,NSW,Concord West,2138,-33.8435,151.092
New South Wales,NSW,Drummoyne,2047,-33.85205,151.15424
New South Wales,NSW,Five Dock,2046,-33.86665,151.12685
New South Wales,NSW,Liberty Grove,2138,-33.84081,151.08387
New South Wales,NSW,Mortlake (NSW),2137,-33.84052,151.1065
New South Wales,NSW,North Strathfield,2137,-33.85783,151.08877
New South Wales,NSW,Rhodes,2138,-33.83004,151.0887
New South Wales,NSW,Rodd Point,2046,-33.86584,151.14375
New South Wales,NSW,Russell Lea,2046,-33.85841,151.14202
New South Wales,NSW,Strathfield (NSW),2135,-33.87913,151.08118
New South Wales,NSW,Wareemba,2046,-33.85759,151.13219
New South Wales,NSW,Ashbury,2193,-33.90113,151.11777
New South Wales,NSW,Bankstown,2200,-33.91991,151.03125
New South Wales,NSW,Bass Hill,2197,-33.90028,150.99309
New South Wales,NSW,Belfield,2191,-33.90421,151.08616
New South Wales,NSW,Belmore,2192,-33.91942,151.08774
New South Wales,NSW,Beverly Hills,2209,-33.94831,151.07815
New South Wales,NSW,Birrong,2143,-33.89192,151.02094
New South Wales,NSW,Campsie,2194,-33.91457,151.10339
New South Wales,NSW,Canterbury (NSW),2193,-33.913,151.1171
New South Wales,NSW,Chester Hill,2162,-33.88004,150.99733
New South Wales,NSW,Clemton Park,2206,-33.92577,151.10309
New South Wales,NSW,Condell Park,2200,-33.92599,151.00978
New South Wales,NSW,Croydon Park (NSW),2133,-33.89732,151.10289
New South Wales,NSW,Earlwood,2206,-33.92492,151.13127
New South Wales,NSW,East Hills,2213,-33.96119,150.98818
New South Wales,NSW,Georges Hall,2198,-33.90761,150.98902
New South Wales,NSW,Greenacre,2190,-33.8989,151.05729
New South Wales,NSW,Hurlstone Park,2193,-33.91005,151.12854
New South Wales,NSW,Kingsgrove,2208,-33.93971,151.09956
New South Wales,NSW,Lakemba,2195,-33.91825,151.07547
New South Wales,NSW,Lansdowne (Canterbury-Bankstown - NSW),2163,-33.89624,150.97658
New South Wales,NSW,Lansdowne (Canterbury-Bankstown - NSW),2430,-31.75862,152.52051
New South Wales,NSW,Milperra,2214,-33.94109,150.98349
New South Wales,NSW,Mount Lewis,2190,-33.91572,151.05024
New South Wales,NSW,Narwee,2209,-33.9472,151.06843
New South Wales,NSW,Padstow,2211,-33.95023,151.03068
New South Wales,NSW,Padstow Heights,2211,-33.97042,151.03352
New South Wales,NSW,Panania,2213,-33.95493,150.99524
New South Wales,NSW,Picnic Point,2213,-33.97301,151.00632
New South Wales,NSW,Potts Hill,2143,-33.89271,151.03275
New South Wales,NSW,Punchbowl (Canterbury-Bankstown - NSW),2196,-33.92907,151.05159
New South Wales,NSW,Punchbowl (Canterbury-Bankstown - NSW),2460,-29.46289,152.78046
New South Wales,NSW,Regents Park (NSW),2143,-33.88245,151.02748
New South Wales,NSW,Revesby,2212,-33.94767,151.01233
New South Wales,NSW,Revesby Heights,2212,-33.96919,151.01822
New South Wales,NSW,Riverwood,2210,-33.9451,151.05302
New South Wales,NSW,Roselands,2196,-33.93329,151.07526
New South Wales,NSW,Sefton,2162,-33.88742,151.0104
New South Wales,NSW,Villawood,2163,-33.88432,150.98067
New South Wales,NSW,Wiley Park,2195,-33.9234,151.06765
New South Wales,NSW,Yagoona,2199,-33.90422,151.02148
New South Wales,NSW,Benerembah,2680,-34.39946,145.82854
New South Wales,NSW,Binya,2665,-34.15384,146.31382
New South Wales,NSW,Booligal,2711,-33.7322,144.68326
New South Wales,NSW,Boorga,2652,-34.02099,146.01821
New South Wales,NSW,Carrathool,2711,-34.45773,145.45064
New South Wales,NSW,Erigolia,2669,-33.91933,146.3892
New South Wales,NSW,Goolgowi,2652,-33.94636,145.72934
New South Wales,NSW,Gunbar,2711,-33.90552,145.27855
New South Wales,NSW,Hillston,2675,-33.44347,145.39759
New South Wales,NSW,Lake Brewster,2675,-33.45766,145.99433
New South Wales,NSW,Merriwagga,2652,-33.81688,145.67999
New South Wales,NSW,Monia Gap,2675,-33.58536,145.9726
New South Wales,NSW,Mossgiel,2878,-33.28096,144.56349
New South Wales,NSW,Myall Park (NSW),2681,-34.0994,146.14714
New South Wales,NSW,Rankins Springs,2669,-33.784,146.16148
New South Wales,NSW,Roto,2675,-32.96511,145.27693
New South Wales,NSW,Tabbita,2652,-34.09674,145.83302
New South Wales,NSW,Wallanthery,2675,-33.31469,145.87065
New South Wales,NSW,Willbriggie,2680,-34.46214,145.99583
New South Wales,NSW,Yenda (NSW),2681,-34.22789,146.21839
New South Wales,NSW,Alison (Central Coast - NSW),2420,-32.43396,151.77304
New South Wales,NSW,Alison (Central Coast - NSW),2259,-33.26943,151.39805
New South Wales,NSW,Avoca Beach,2251,-33.46746,151.42812
New South Wales,NSW,Bar Point,2083,-33.49817,151.17595
New South Wales,NSW,Bateau Bay,2261,-33.38486,151.47128
New South Wales,NSW,Bensville,2251,-33.49914,151.39045
New South Wales,NSW,Berkeley Vale,2261,-33.34073,151.42855
New South Wales,NSW,Blackwall (NSW),2256,-33.50518,151.33518
New South Wales,NSW,Blue Bay,2261,-33.35427,151.50069
New South Wales,NSW,Blue Haven,2262,-33.21142,151.50349
New South Wales,NSW,Booker Bay,2257,-33.51258,151.34636
New South Wales,NSW,Bouddi,2251,-33.51695,151.40373
New South Wales,NSW,Budgewoi,2262,-33.23957,151.56058
New South Wales,NSW,Buff Point,2262,-33.22787,151.53669
New South Wales,NSW,Bushells Ridge,2259,-33.203,151.46904
New South Wales,NSW,Calga,2250,-33.41255,151.22559
New South Wales,NSW,Canton Beach,2263,-33.2754,151.54578
New South Wales,NSW,Cedar Brush Creek,2259,-33.16276,151.24903
New South Wales,NSW,Central Mangrove,2250,-33.28494,151.25173
New South Wales,NSW,Chain Valley Bay,2259,-33.16376,151.57299
New South Wales,NSW,Charmhaven,2263,-33.2261,151.49301
New South Wales,NSW,Cheero Point,2083,-33.51159,151.19333
New South Wales,NSW,Chittaway Bay,2261,-33.32678,151.44557
New South Wales,NSW,Chittaway Point,2261,-33.32251,151.44816
New South Wales,NSW,Cogra Bay,2083,-33.52184,151.2259
New South Wales,NSW,Copacabana,2251,-33.48638,151.43476
New South Wales,NSW,Daleys Point,2257,-33.50408,151.35585
New South Wales,NSW,Davistown,2251,-33.4847,151.36192
New South Wales,NSW,Dooralong,2259,-33.17548,151.36978
New South Wales,NSW,Doyalson,2262,-33.19446,151.51122
New South Wales,NSW,Doyalson North,2262,-33.18118,151.54394
New South Wales,NSW,Durren Durren,2259,-33.18278,151.39636
New South Wales,NSW,East Gosford,2250,-33.43514,151.35463
New South Wales,NSW,Empire Bay,2257,-33.5035,151.36918
New South Wales,NSW,Erina,2250,-33.43758,151.38853
New South Wales,NSW,Erina Heights,2260,-33.42718,151.40825
New South Wales,NSW,Ettalong Beach,2257,-33.51595,151.33432
New South Wales,NSW,Forresters Beach,2260,-33.40857,151.46938
New South Wales,NSW,Fountaindale,2258,-33.34792,151.40077
New South Wales,NSW,Glenning Valley,2261,-33.35106,151.42212
New South Wales,NSW,Glenworth Valley,2250,-33.40898,151.18237
New South Wales,NSW,Gorokan,2263,-33.25377,151.50567
New South Wales,NSW,Gosford,2250,-33.42389,151.34058
New South Wales,NSW,Green Point (Central Coast - NSW),2251,-33.45321,151.38285
New South Wales,NSW,Green Point (Central Coast - NSW),2251,-33.43968,151.37541
